condition_id,path_separation,detector_spatial_resolution,coherence_time,detector_response_time,record_entropy_bits,record_survival_probability,environment_coupling,Lambda,Gamma,Theta,marker_angle,marker_visibility,t_meas,kappa_eff_true,visibility_true,visibility_obs,visibility_se
123,1.0,1.46,1.0,1.0699999999999998,1.92,0.72,0.82,0.20908563956213255,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.08947727973043217,0.329562357537852,0.3255668649520379,0.002
124,1.0,1.46,1.0,1.0699999999999998,2.56,0.72,0.82,0.20908563956213255,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.10674461614219086,0.32358384248525474,0.3213210275442086,0.002
125,1.0,1.46,1.0,1.0699999999999998,3.2,0.72,0.82,0.20908563956213255,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.12003322015933039,0.31905684661947675,0.31978252621785425,0.002
126,1.0,1.46,1.0,1.48,0.0,0.72,0.82,0.20908563956213255,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3581006203930293,0.002
127,1.0,1.46,1.0,1.48,0.64,0.72,0.82,0.20908563956213255,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.023838729981599978,0.35331410668741287,0.3550073237303752,0.002
128,1.0,1.46,1.0,1.48,1.28,0.72,0.82,0.20908563956213255,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.04218454982566531,0.34650827876039614,0.3430160858096483,0.002
129,1.0,1.46,1.0,1.48,1.92,0.72,0.82,0.20908563956213255,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.0563031335761706,0.34136004759455413,0.3428735245998827,0.002
130,1.0,1.46,1.0,1.48,2.56,0.72,0.82,0.20908563956213255,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.06716851919612779,0.33745021249180834,0.3357592184260497,0.002
131,1.0,1.46,1.0,1.48,3.2,0.72,0.82,0.20908563956213255,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.07553030723072063,0.3344717997540743,0.33602978192275923,0.002
132,1.0,1.46,1.0,1.89,0.0,0.72,0.82,0.20908563956213255,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3626196568918432,0.002
133,1.0,1.46,1.0,1.89,0.64,0.72,0.82,0.20908563956213255,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.015881122050673536,0.35630758797607787,0.35323391809549487,0.002
134,1.0,1.46,1.0,1.89,1.28,0.72,0.82,0.20908563956213255,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.02810292263686883,0.35172037159410924,0.35421866909322614,0.002
135,1.0,1.46,1.0,1.89,1.92,0.72,0.82,0.20908563956213255,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.037508581071588096,0.3482303927177901,0.3511138070288353,0.002
136,1.0,1.46,1.0,1.89,2.56,0.72,0.82,0.20908563956213255,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.0447469916451111,0.3455681712558646,0.3454365614438642,0.002
137,1.0,1.46,1.0,1.89,3.2,0.72,0.82,0.20908563956213255,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.0503175306982288,0.3435332443933674,0.34298541184902276,0.002
138,1.0,1.46,1.0,2.3,0.0,0.72,0.82,0.20908563956213255,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36203802054473233,0.002
139,1.0,1.46,1.0,2.3,0.64,0.72,0.82,0.20908563956213255,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.011202617306298259,0.3580793663676358,0.3561290617220783,0.002
140,1.0,1.46,1.0,2.3,1.28,0.72,0.82,0.20908563956213255,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.019823932243880446,0.35482123068117943,0.35701840420069325,0.002
141,1.0,1.46,1.0,2.3,1.92,0.72,0.82,0.20908563956213255,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.026458727419039207,0.3523340335398047,0.3512482496763443,0.002
142,1.0,1.46,1.0,2.3,2.56,0.72,0.82,0.20908563956213255,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.031564735880047295,0.35043181321068123,0.3503294323852979,0.002
143,1.0,1.46,1.0,2.3,3.2,0.72,0.82,0.20908563956213255,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.03549422001868346,0.34897489755956523,0.3473883047531591,0.002
144,1.0,1.83,1.0,0.25,0.0,0.72,0.82,0.1386916909487529,0.9999998874648253,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3611056082772332,0.002
145,1.0,1.83,1.0,0.25,0.64,0.72,0.82,0.1386916909487529,0.9999998874648253,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.0431423246364965,0.3461565918228276,0.34360114151952525,0.002
146,1.0,1.83,1.0,0.25,1.28,0.72,0.82,0.1386916909487529,0.9999998874648253,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.0763438129727566,0.3341834413915087,0.33669758001893746,0.002
147,1.0,1.83,1.0,0.25,1.92,0.72,0.82,0.1386916909487529,0.9999998874648253,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.10189502832869238,0.325251889670735,0.32494371452432297,0.002
148,1.0,1.83,1.0,0.25,2.56,0.72,0.82,0.1386916909487529,0.9999998874648253,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.12155874338728512,0.31854121988916795,0.32047306312662555,0.002
149,1.0,1.83,1.0,0.25,3.2,0.72,0.82,0.1386916909487529,0.9999998874648253,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.1366915534911967,0.3134712472762908,0.3134978964701173,0.002
150,1.0,1.83,1.0,0.6599999999999999,0.0,0.72,0.82,0.1386916909487529,0.8993075154245982,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36096894742126784,0.002
151,1.0,1.83,1.0,0.6599999999999999,0.64,0.72,0.82,0.1386916909487529,0.8993075154245982,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.038798221144653686,0.3477545778426075,0.34710120732260297,0.002
152,1.0,1.83,1.0,0.6599999999999999,1.28,0.72,0.82,0.1386916909487529,0.8993075154245982,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.06865657248884932,0.336918244691608,0.3357977825906022,0.002
153,1.0,1.83,1.0,0.6599999999999999,1.92,0.72,0.82,0.1386916909487529,0.8993075154245982,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.0916349750725533,0.32880929549161014,0.32882521368997997,0.002
154,1.0,1.83,1.0,0.6599999999999999,2.56,0.72,0.82,0.1386916909487529,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.10931870379595511,0.32270194649030964,0.32195141281095574,0.002
155,1.0,1.83,1.0,0.6599999999999999,3.2,0.72,0.82,0.1386916909487529,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.12292775518339306,0.31807920349858365,0.3174793600667001,0.002
156,1.0,1.83,1.0,1.0699999999999998,0.0,0.72,0.82,0.1386916909487529,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3596006051084018,0.002
157,1.0,1.83,1.0,1.0699999999999998,0.64,0.72,0.82,0.1386916909487529,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.025129830422465242,0.3528307992326576,0.35121710737741535,0.002
158,1.0,1.83,1.0,1.0699999999999998,1.28,0.72,0.82,0.1386916909487529,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.04446925588675404,0.3456699434585819,0.34897805855618275,0.002
159,1.0,1.83,1.0,1.0699999999999998,1.92,0.72,0.82,0.1386916909487529,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.05935249906830874,0.3402582038364377,0.33891573740393427,0.002
160,1.0,1.83,1.0,1.0699999999999998,2.56,0.72,0.82,0.1386916909487529,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.07080635161477274,0.33615119547998507,0.33404300790473807,0.002
161,1.0,1.83,1.0,1.0699999999999998,3.2,0.72,0.82,0.1386916909487529,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.0796210122741328,0.33302430857681503,0.3336989612419651,0.002
162,1.0,1.83,1.0,1.48,0.0,0.72,0.82,0.1386916909487529,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36517229887578667,0.002
163,1.0,1.83,1.0,1.48,0.64,0.72,0.82,0.1386916909487529,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.01581282090029116,0.35633339087564725,0.35342534227068484,0.002
164,1.0,1.83,1.0,1.48,1.28,0.72,0.82,0.1386916909487529,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.02798205825845272,0.3517654453107477,0.3513484016142452,0.002
165,1.0,1.83,1.0,1.48,1.92,0.72,0.82,0.1386916909487529,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.03734726506203753,0.34828995632351056,0.3470258512156407,0.002
166,1.0,1.83,1.0,1.48,2.56,0.72,0.82,0.1386916909487529,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.044554544852261097,0.34563868737732156,0.34211664842866674,0.002
167,1.0,1.83,1.0,1.48,3.2,0.72,0.82,0.1386916909487529,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.050101126264075875,0.34361207310827274,0.34508192652678954,0.002
168,1.0,1.83,1.0,1.89,0.0,0.72,0.82,0.1386916909487529,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3623108666395639,0.002
169,1.0,1.83,1.0,1.89,0.64,0.72,0.82,0.1386916909487529,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.01053434217665108,0.35833316434458695,0.3584760480331722,0.002
170,1.0,1.83,1.0,1.89,1.28,0.72,0.82,0.1386916909487529,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.018641365658931767,0.35526638150808115,0.35376175856319,0.002
171,1.0,1.83,1.0,1.89,1.92,0.72,0.82,0.1386916909487529,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.024880372199646245,0.3529241292707304,0.35383369759672423,0.002
172,1.0,1.83,1.0,1.89,2.56,0.72,0.82,0.1386916909487529,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.029681789476918956,0.3511320981020655,0.3500535034030909,0.002
173,1.0,1.83,1.0,1.89,3.2,0.72,0.82,0.1386916909487529,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.03337686620428729,0.34975918431736447,0.349473377900371,0.002
174,1.0,1.83,1.0,2.3,0.0,0.72,0.82,0.1386916909487529,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3601412328923106,0.002
175,1.0,1.83,1.0,2.3,0.64,0.72,0.82,0.1386916909487529,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.007430973932576385,0.3595141229779617,0.3570819174575453,0.002
176,1.0,1.83,1.0,2.3,1.28,0.72,0.82,0.1386916909487529,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.01314970597653245,0.35734092412833385,0.3600119878389339,0.002
177,1.0,1.83,1.0,2.3,1.92,0.72,0.82,0.1386916909487529,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.01755073018780043,0.35567742194166585,0.3546632125325889,0.002
178,1.0,1.83,1.0,2.3,2.56,0.72,0.82,0.1386916909487529,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.02093767225105682,0.3544024981239769,0.3549858588366885,0.002
179,1.0,1.83,1.0,2.3,3.2,0.72,0.82,0.1386916909487529,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.023544196548397685,0.35342445433671427,0.35335687346717953,0.002
180,1.0,2.2,1.0,0.25,0.0,0.72,0.82,0.09814884135471735,0.9999998874648253,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3614754640711493,0.002
181,1.0,2.2,1.0,0.25,0.64,0.72,0.82,0.09814884135471735,0.9999998874648253,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.03053080647769897,0.35081616788582426,0.3498002459451498,0.002
182,1.0,2.2,1.0,0.25,1.28,0.72,0.82,0.09814884135471735,0.9999998874648253,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.05402671736582989,0.3421849228059137,0.3434450879888049,0.002
183,1.0,2.2,1.0,0.25,1.92,0.72,0.82,0.09814884135471735,0.9999998874648253,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.07210871034777866,0.33568735870107913,0.3350836234920113,0.002
184,1.0,2.2,1.0,0.25,2.56,0.72,0.82,0.09814884135471735,0.9999998874648253,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.08602425811079005,0.33077109452932424,0.33046820723298165,0.002
185,1.0,2.2,1.0,0.25,3.2,0.72,0.82,0.09814884135471735,0.9999998874648253,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.09673339121010957,0.32703671565026965,0.3270811587646586,0.002
186,1.0,2.2,1.0,0.6599999999999999,0.0,0.72,0.82,0.09814884135471735,0.8993075154245982,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36471077111717765,0.002
187,1.0,2.2,1.0,0.6599999999999999,0.64,0.72,0.82,0.09814884135471735,0.8993075154245982,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.027456586807200485,0.35196147551012436,0.35332249745939065,0.002
188,1.0,2.2,1.0,0.6599999999999999,1.28,0.72,0.82,0.09814884135471735,0.8993075154245982,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.04858663842851732,0.34416425558771546,0.34492945612317144,0.002
189,1.0,2.2,1.0,0.6599999999999999,1.92,0.72,0.82,0.09814884135471735,0.8993075154245982,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.064847912441004,0.33828148865765395,0.33715434587094745,0.002
190,1.0,2.2,1.0,0.6599999999999999,2.56,0.72,0.82,0.09814884135471735,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.07736227053383558,0.33382278543675453,0.3310588479967416,0.002
191,1.0,2.2,1.0,0.6599999999999999,3.2,0.72,0.82,0.09814884135471735,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.08699307549754026,0.330431511370068,0.3323305712335386,0.002
192,1.0,2.2,1.0,1.0699999999999998,0.0,0.72,0.82,0.09814884135471735,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36429064874511535,0.002
193,1.0,2.2,1.0,1.0699999999999998,0.64,0.72,0.82,0.09814884135471735,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.017783788794649986,0.35558954650703867,0.355308129708792,0.002
194,1.0,2.2,1.0,1.0699999999999998,1.28,0.72,0.82,0.09814884135471735,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.0314698444537971,0.3504670707536794,0.35155083843688645,0.002
195,1.0,2.2,1.0,1.0699999999999998,1.92,0.72,0.82,0.09814884135471735,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.042002364923317166,0.3465752159757302,0.34813810208350104,0.002
196,1.0,2.2,1.0,1.0699999999999998,2.56,0.72,0.82,0.09814884135471735,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.05010798645545791,0.3436095738981891,0.345271942803519,0.002
197,1.0,2.2,1.0,1.0699999999999998,3.2,0.72,0.82,0.09814884135471735,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.05634591408279411,0.3413445648316902,0.3431873317781831,0.002
198,1.0,2.2,1.0,1.48,0.0,0.72,0.82,0.09814884135471735,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36144651917535137,0.002
199,1.0,2.2,1.0,1.48,0.64,0.72,0.82,0.09814884135471735,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.011190360715168652,0.3580840195654377,0.36111396553076713,0.002
200,1.0,2.2,1.0,1.48,1.28,0.72,0.82,0.09814884135471735,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.019802243220195092,0.35482939000729985,0.35233620389072845,0.002
201,1.0,2.2,1.0,1.48,1.92,0.72,0.82,0.09814884135471735,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.026429779379941006,0.3523448473840076,0.3540682935379949,0.002
202,1.0,2.2,1.0,1.48,2.56,0.72,0.82,0.09814884135471735,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.03153020144481507,0.35044464430011635,0.35143250845817786,0.002
203,1.0,2.2,1.0,1.48,3.2,0.72,0.82,0.09814884135471735,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.035455386402365174,0.3489892660340761,0.3507365042611251,0.002
204,1.0,2.2,1.0,1.89,0.0,0.72,0.82,0.09814884135471735,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36611577109086707,0.002
205,1.0,2.2,1.0,1.89,0.64,0.72,0.82,0.09814884135471735,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.007454905712083915,0.3595050010815444,0.36247389202830166,0.002
206,1.0,2.2,1.0,1.89,1.28,0.72,0.82,0.09814884135471735,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.01319205518497734,0.3573248799307686,0.35503452611638997,0.002
207,1.0,2.2,1.0,1.89,1.92,0.72,0.82,0.09814884135471735,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.017607253088951957,0.3556561078206723,0.3522787646601366,0.002
208,1.0,2.2,1.0,1.89,2.56,0.72,0.82,0.09814884135471735,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.021005102948601938,0.3543771620919047,0.3560109402100123,0.002
209,1.0,2.2,1.0,1.89,3.2,0.72,0.82,0.09814884135471735,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.023620021672478404,0.3533960429804143,0.3513660181486625,0.002
210,1.0,2.2,1.0,2.3,0.0,0.72,0.82,0.09814884135471735,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3623329436993786,0.002
211,1.0,2.2,1.0,2.3,0.64,0.72,0.82,0.09814884135471735,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.005258725137967884,0.36034306741580463,0.362022522369815,0.002
212,1.0,2.2,1.0,2.3,1.28,0.72,0.82,0.09814884135471735,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.009305737041080236,0.35880023428277974,0.3555126395804086,0.002
213,1.0,2.2,1.0,2.3,1.92,0.72,0.82,0.09814884135471735,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.012420238163354535,0.35761739955747535,0.35339743864885637,0.002
214,1.0,2.2,1.0,2.3,2.56,0.72,0.82,0.09814884135471735,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.014817097246765684,0.35670976893924383,0.3572283669799183,0.002
215,1.0,2.2,1.0,2.3,3.2,0.72,0.82,0.09814884135471735,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.016661673068120792,0.3560128430264437,0.3561016148056703,0.002
